,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
257,"I Stritonni, le sentier du patrimoine de Monacia d'Aullène",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.512668,9.010952,D50 Lieu dit Caserne,20171,+33 4 95 71 81 09,,https://monacia-aullene.fr/,Monacia-d'Aullène,"« I stritonni » qui signifie « petits chemins » en corse, est une boucle de 4 km, pour un temps de parcours de 2 heures environ. 
Une agréable balade familiale, à la redécouverte d’un chemin d’autrefois, accessible et adapté à tous."
260,Dolce Paese,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.6068,8.865841,Vigna al Porto,20220,+33 4 95 34 17 43,contact@dolcepaese.fr,https://www.dolcepaese.com/,Algajola,"En passant la porte de DOLCE PAESE, votre résidence à Algajola en Haute-Corse, un sentiment d’ailleurs vous envahit. Les services d´un hôtel de luxe se conjuguent avec l´indépendance d`un appartement."
263,Corsica Sailing,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.474748,9.071887,Port de Pianottoli Caldarello,20131,+33 6 60 65 39 90,corsicasailing@gmail.com,http://www.corsicasailing.com/,Pianottoli-Caldarello,Location de catamarans en sortie journée privative avec skipper (de 1300 € à 1600 € hors repas pour 12 personnes max) ou à la semaine au départ du port de Pianottoli / Figari les samedis et dimanches. Devis sur demande. N'hésitez pas à nous contacter !
265,Vesna Rossa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.625011,9.335586,24 lotissement Marina Rossa,20137,+33 4 95 71 43 68,contact@vesnarossa.com,https://www.pierreetvacances.com/,Lecci,"RESIDENCE PREMIUM PIERRE & VACANCES. 
Villas avec piscines privatives chauffées à 300 m de la plage de Cala Rossa.
Une situation exceptionnelle pour des maisons tout confort. 
Salles d'eaux individuelles par chambre et grands espaces."
266,Son De Mar,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.638498,9.346679,27 Corsu Napoleonu San Ciprianu,20137,+33 4 20 19 03 35,front@sondemar.fr,https://sondemar.fr/,Lecci,"Comme une ode au farniente et au bien être, le Son De Mar a vu le jour au printemps 2022. Au cœur du village marin de San Ciprianu, à deux pas de l'eau. 
Le spa et la table complètent l'expérience d'un séjour unique, entre simplicité et raffinement."
267,Résidence Saletta Mare,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.632894,8.944848,1 Bd Charles Marie Savelli,20220,+33 4 95 31 60 52,reservation@residence-saletta.com,http://www.residences-saletta.com/,L'Île-Rousse,"La Résidence Saletta Mare vous accueille à l'Île Rousse, à deux pas de la plage. Dans une résidence de standing avec piscine à débordement, dans des appartements modernes, et de nombreux services à disposition tel qu'une salle de courtoisie."
268,Le Balamina,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.599358,9.268614,21 rue des Turriccioli,20137,+33 4 20 13 03 77,contact@balamina.com,https://balamina.com/,Porto-Vecchio,"La résidence hôtelière, le Balamina, ouverte à l'année, dipose de 53 chambres spacieuses et parfaitement équipées pour vous garantir un confort optimal tout au long de votre séjour."
270,Ecoparc de la Vallée d'Asco,http://schema.org/Zoo|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ZooAnimalPark|http://schema.org/LocalBusiness,42.477812,9.138231,Vallée d'Asco,20276,+33 6 84 62 43 40,,https://ecoparc-vallee-asco.fr/,Asco,"A l'entrée des Gorges de l'Asco, venez découvrir la faune et la flore de Corse de façon inattendue dans un espace totalement naturel et préservé qui a pour mission de nous sensibiliser à l'environnement et au développement durable."
272,La plage de Santa Giulia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.532755,9.271844,Santa Giulia,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"Au sud de Porto-Vecchio : voici une des plages les plus célèbres de la Corse du Sud.
Un lagon baignant au pied d’une montagne sur des kilomètres de sable blanc et fin... 
Ces eaux peu profondes en font un véritable jardin de la mer pour les enfants."
273,La plage de Cala Rossa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.620128,9.331364,Cala Rossa,20137,+33 4 95 71 05 75,,,Lecci,"Un joyau de plus pour la commune de Lecci, Cala Rossa constitue un haut lieu pour le tourisme de grand standing. Un dégradé de vert et de bleu avec en toile de fond les Aiguilles de Bavella…"
274,La plage de San Giovanni,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.460968,9.046606,Saint Jean,20131,+33 4 95 71 80 06,,,Pianottoli-Caldarello,"Entre la tour de Caldarello et la pointe de Capineru, se trouve la plage de San Giovanni (du nom des marais que l’on trouve à proximité). 
En continuant à pied le long de la plage, vous arriverez à la Tour génoise de Caldarellu."
275,La plage de Saint Cyprien,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.632348,9.345355,Saint Cyprien,20137,+33 4 95 71 05 75,,,Lecci,"Ce petit golfe renferme une magnifique plage bordée par l’étang d’Arasu.
Une tour génoise domine ce site et de nombreux vestiges ont été découvert à proximité de l’embouchure de l’Osu."
276,Sentier du littoral de Tamaricciu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.552709,9.312643,Tamaricciu,20137,+33 4 95 70 09 58,,,Porto-Vecchio,"Situé au nord de la réserve naturelle des Bouches de Bonifacio, Tamaricciu est, par la beauté et la diversité de ses milieux naturels, un site emblématique."
277,La plage du Benedettu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,41.616494,9.318192,Benedettu,20137,+33 4 95 71 05 75,,,Lecci,"Encrée dans le golfe de Porto-Vecchio, une baie bénie par les dieux, autrement dit, un havre de paix…
La petite plage du Benedettu est blottie au fond de sa presqu’île du même nom, protégée par un oppidum romain."
278,Plage d'Ostriconi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,42.66,9.0584,Ostriconi,20226,,,,Palasca,"La plage de l’Ostriconi se situe à environ 15 km de L’Ile-Rousse en direction de Bastia. Elle est une des plus belles plages de Corse, aux portes du célèbre désert des Agriate, connu pour son littoral paradisiaque."
279,Le sentier du patrimoine de Ste Lucie de Tallano : une promenade immersive dans l'histoire corse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.69757,9.063494,Village,20112,,,,Sainte-Lucie-de-Tallano,Le sentier du patrimoine de Santa Lucia di Tallà est un incontournable pour découvrir le riche passé de cette région. Ce sentier vous mènera à travers l'une des oliveraies historiques qui témoignent de l'importance de cette culture dans l'économie corse.
280,"À la découverte du patrimoine de Carbini sur les traces d'i Ghjovannali""",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.680102,9.147443,Église de Carbini,20170,,,,Carbini,"Le ""Sentier des Giovannali"", un itinéraire de randonnée chargé d'histoire qui vous transporte à travers les siècles. Le sentier commence à l'église de Carbini et mène jusqu'à la Punta. Un sentier entre nature et culture."
281,0 - Introitu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Tour|https://www.datatourisme.fr/ontology/core#WalkingTour|https://www.datatourisme.fr/ontology/core#EducationalTrail|http://purl.org/ontology/olo/core#OrderedList,41.591566,9.278541,"Parvis du centre culturel Rue Fred Scamaroni,",20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,
287,9 - Ghjesa San Ghjuvanni Battista,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,41.59074,9.2791,Parvis Sainte Croix,20137,+33 4 95 70 09 58,accueil@destination-sudcorse.com,http://www.ot-portovecchio.com/,Porto-Vecchio,
296,Belambra Clubs de Losari,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.641175,9.019761,Losari golfe de lozari,20226,+33 4 95 63 00 60,hebergement.belgodere@belambra.fr,http://www.belambra.fr/club-belgodere-golfe-de-lozari/ete,Belgodère,"Situé au bord de mer, sur la magnifique plage de Losari, le Belambra de Losari vous accueille dans des appartements lovés au cœur d'une pinède et les pieds dans l'eau. Pour votre confort, piscine, pataugeoire et tous les services des clubs Belambra."
298,Bureau d'Information du Ghjunsani,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,42.52841,9.019866,Casa Battaglini,20259,+33 4 95 60 04 35,info@ileroussetourisme.com,,Olmi-Cappella,Le bureau d'Information Touristique du Ghjunsani est à votre entière disposition pour l'organisation de votre séjour en Balagne et en Corse. Nos conseillers en séjour sont à votre écoute et répondent à toutes vos questions.
299,Le Grillon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.632424,8.940731,Avenue Paul Doumer,20220,+33 4 95 60 00 49,hr-le-grillon@wanadoo.fr,https://www.hotelgrillon.com/,L'Île-Rousse,"L'hôtel Le Grillon de bon rapport qualité prix est situé à proximité des plages et du centre ville. Pour votre confort, les chambres ont été rénovées récemment. Service petit déjeuner (produits frais et maison)."
